DEBUG 2018-07-12 16:51:22,270 [1    ] Eddo.Modules.EddoModuleManager           - 9 modules loaded.
DEBUG 2018-07-12 16:51:23,652 [1    ] Eddo.AutoMapper.EddoAutoMapperModule     - Found 0 classes define auto mapping attributes
DEBUG 2018-07-12 16:55:52,530 [1    ] Eddo.Modules.EddoModuleManager           - 加载 EddoModule...
DEBUG 2018-07-12 16:55:53,800 [1    ] Eddo.Modules.EddoModuleManager           - 发现 9 EddoModule
DEBUG 2018-07-12 16:55:53,803 [1    ] Eddo.Modules.EddoModuleManager           - 加载模块: DoSoft.Application.DoSoftApplicationModule, DoSoft.Application, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2018-07-12 16:55:53,804 [1    ] Eddo.Modules.EddoModuleManager           - 加载模块: DoSoft.Core.DoSoftCoreModule, DoSoft.Core, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2018-07-12 16:55:53,805 [1    ] Eddo.Modules.EddoModuleManager           - 加载模块: DoSoft.Web.DosoftWebModule, DoSoft.Web, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2018-07-12 16:55:53,805 [1    ] Eddo.Modules.EddoModuleManager           - 加载模块: Eddo.AutoMapper.EddoAutoMapperModule, Eddo.AutoMapper, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2018-07-12 16:55:53,805 [1    ] Eddo.Modules.EddoModuleManager           - 加载模块: Eddo.EddoKernelModule, Eddo, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2018-07-12 16:55:53,806 [1    ] Eddo.Modules.EddoModuleManager           - 加载模块: Eddo.Permissions.EddoPermissionsModule, Eddo.Permissions, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2018-07-12 16:55:53,806 [1    ] Eddo.Modules.EddoModuleManager           - 加载模块: Eddo.RedisCache.EddoRedisCacheModule, Eddo.RedisCache, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2018-07-12 16:55:53,806 [1    ] Eddo.Modules.EddoModuleManager           - 加载模块: Eddo.Web.EddoWebModule, Eddo.Web, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2018-07-12 16:55:53,806 [1    ] Eddo.Modules.EddoModuleManager           - 加载模块: Eddo.Web.Mvc.EddoWebMvcModule, Eddo.Web.Mvc, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2018-07-12 16:55:53,809 [1    ] Eddo.Modules.EddoModuleManager           - 9 modules loaded.
DEBUG 2018-07-12 16:55:55,330 [1    ] Eddo.AutoMapper.EddoAutoMapperModule     - Found 0 classes define auto mapping attributes
DEBUG 2018-07-12 17:01:14,194 [1    ] Eddo.Modules.EddoModuleManager           - 加载 EddoModule...
DEBUG 2018-07-12 17:01:15,406 [1    ] Eddo.Modules.EddoModuleManager           - 发现 9 EddoModule
DEBUG 2018-07-12 17:01:15,409 [1    ] Eddo.Modules.EddoModuleManager           - 加载模块: DoSoft.Application.DoSoftApplicationModule, DoSoft.Application, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2018-07-12 17:01:15,411 [1    ] Eddo.Modules.EddoModuleManager           - 加载模块: DoSoft.Core.DoSoftCoreModule, DoSoft.Core, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2018-07-12 17:01:15,411 [1    ] Eddo.Modules.EddoModuleManager           - 加载模块: DoSoft.Web.DosoftWebModule, DoSoft.Web, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
